"filename","id","refseq_species","ANI_species_group","fabv_detected","type_strain","total_contigs","total_length","N50","Completeness","Contamination","overall_quality","refseq_description"
"GCF_001451335.1_WH-SGI-V-07409_genomic.fna","NZ_LLOW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,115,6922159,266527,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07409 WH-SGI-V-07409_contig1, whole genome shotgun sequence"
"GCF_001451355.1_WH-SGI-V-07412_genomic.fna","NZ_LLOZ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,41,6404478,371069,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07412 WH-SGI-V-07412_contig1, whole genome shotgun sequence"
"GCF_001451375.1_WH-SGI-V-07417_genomic.fna","NZ_LLPE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,104,6843832,379192,100,1.45,92.75,"Pseudomonas aeruginosa strain WH-SGI-V-07417 WH-SGI-V-07417_contig1, whole genome shotgun sequence"
"GCF_001451405.1_WH-SGI-V-07419_genomic.fna","NZ_LLPG01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,37,7010459,458818,99.68,0.5,97.18,"Pseudomonas aeruginosa strain WH-SGI-V-07419 WH-SGI-V-07419_contig1, whole genome shotgun sequence"
"GCF_001451425.1_WH-SGI-V-07421_genomic.fna","NZ_LLPI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,92,6861446,214686,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07421 WH-SGI-V-07421_contig1, whole genome shotgun sequence"
"GCF_001451455.1_WH-SGI-V-07424_genomic.fna","NZ_LLPL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,75,7066559,296990,99.68,0.45,97.43,"Pseudomonas aeruginosa strain WH-SGI-V-07424 WH-SGI-V-07424_contig1, whole genome shotgun sequence"
"GCF_001451485.1_WH-SGI-V-07425_genomic.fna","NZ_LLPM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,69,6707960,238143,99.68,0.5,97.18,"Pseudomonas aeruginosa strain WH-SGI-V-07425 WH-SGI-V-07425_contig1, whole genome shotgun sequence"
"GCF_001451505.1_WH-SGI-V-07426_genomic.fna","NZ_LLPN01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,81,6938322,190647,99.68,0.49,97.23,"Pseudomonas aeruginosa strain WH-SGI-V-07426 WH-SGI-V-07426_contig1, whole genome shotgun sequence"
"GCF_001451525.1_WH-SGI-V-07491_genomic.fna","NZ_LLPP01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,39,6276381,428469,99.67,0.1,99.17,"Pseudomonas aeruginosa strain WH-SGI-V-07428 WH-SGI-V-07428_contig1, whole genome shotgun sequence"
"GCF_001451535.1_WH-SGI-V-07427_genomic.fna","NZ_LLPO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,81,7031237,296676,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07427 WH-SGI-V-07427_contig1, whole genome shotgun sequence"
"GCF_001451565.1_WH-SGI-V-07484_genomic.fna","NZ_LLPQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,66,6697996,427240,99.68,0.86,95.38,"Pseudomonas aeruginosa strain WH-SGI-V-07484 WH-SGI-V-07484_contig1, whole genome shotgun sequence"
"GCF_001451575.1_WH-SGI-V-07485_genomic.fna","NZ_LLPR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,40,6373835,489508,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07485 WH-SGI-V-07485_contig1, whole genome shotgun sequence"
"GCF_001451605.1_WH-SGI-V-07486_genomic.fna","NZ_LLPS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,105,6816343,164423,99.68,0.72,96.08,"Pseudomonas aeruginosa strain WH-SGI-V-07486 WH-SGI-V-07486_contig1, whole genome shotgun sequence"
"GCF_001451625.1_WH-SGI-V-07487_genomic.fna","NZ_LLPT01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,95,6440615,215220,93.27,0.37,91.42,"Pseudomonas aeruginosa strain WH-SGI-V-07487 WH-SGI-V-07487_contig1, whole genome shotgun sequence"
"GCF_001451655.1_WH-SGI-V-07489_genomic.fna","NZ_LLPV01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,56,6538562,394548,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07489 WH-SGI-V-07489_contig1, whole genome shotgun sequence"
"GCF_001451685.1_WH-SGI-V-07490_genomic.fna","NZ_LLPW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,55,6298075,387521,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07490 WH-SGI-V-07490_contig1, whole genome shotgun sequence"
"GCF_001451705.1_WH-SGI-V-07491_genomic.fna","NZ_LLPX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,45,6523054,426590,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07491 WH-SGI-V-07491_contig1, whole genome shotgun sequence"
"GCF_001451725.1_WH-SGI-V-07493_genomic.fna","NZ_LLPZ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,88,6724463,236100,99.68,0.11,99.13,"Pseudomonas aeruginosa strain WH-SGI-V-07493 WH-SGI-V-07493_contig1, whole genome shotgun sequence"
"GCF_001451745.1_WH-SGI-V-07494_genomic.fna","NZ_LLQA01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,86,6351015,182741,96.15,0.08,95.75,"Pseudomonas aeruginosa strain WH-SGI-V-07494 WH-SGI-V-07494_contig1, whole genome shotgun sequence"
"GCF_001451755.1_WH-SGI-V-07495_genomic.fna","NZ_LLQB01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,59,7190328,441057,99.68,0.53,97.03,"Pseudomonas aeruginosa strain WH-SGI-V-07495 WH-SGI-V-07495_contig1, whole genome shotgun sequence"
"GCF_001451785.1_WH-SGI-V-07496_genomic.fna","NZ_LLQC01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,87,6731682,226955,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07496 WH-SGI-V-07496_contig1, whole genome shotgun sequence"
"GCF_001451805.1_WH-SGI-V-07497_genomic.fna","NZ_LLQD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,100,6769949,194498,99.36,1.79,90.41,"Pseudomonas aeruginosa strain WH-SGI-V-07497 WH-SGI-V-07497_contig1, whole genome shotgun sequence"
"GCF_001451815.1_WH-SGI-V-07498_genomic.fna","NZ_LLQE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,65,6591410,254969,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07498 WH-SGI-V-07498_contig1, whole genome shotgun sequence"
"GCF_001451835.1_WH-SGI-V-07500_genomic.fna","NZ_LLQG01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,51,6447040,416583,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07500 WH-SGI-V-07500_contig1, whole genome shotgun sequence"
"GCF_001451865.1_WH-SGI-V-07502_genomic.fna","NZ_LLQI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,53,6476803,459773,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07502 WH-SGI-V-07502_contig1, whole genome shotgun sequence"
"GCF_001451885.1_WH-SGI-V-07504_genomic.fna","NZ_LLQK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,59,6820864,338598,99.57,0.08,99.17,"Pseudomonas aeruginosa strain WH-SGI-V-07504 WH-SGI-V-07504_contig1, whole genome shotgun sequence"
"GCF_001451895.1_WH-SGI-V-07505_genomic.fna","NZ_LLQL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,62,7189862,404331,99.68,0.53,97.03,"Pseudomonas aeruginosa strain WH-SGI-V-07505 WH-SGI-V-07505_contig1, whole genome shotgun sequence"
"GCF_001451905.1_WH-SGI-V-07508_genomic.fna","NZ_LLQO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,123,6968497,118873,99.68,0.69,96.23,"Pseudomonas aeruginosa strain WH-SGI-V-07508 WH-SGI-V-07508_contig1, whole genome shotgun sequence"
"GCF_001451965.1_WH-SGI-V-07619_genomic.fna","NZ_LLQQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,103,6935808,221052,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07619 WH-SGI-V-07619_contig1, whole genome shotgun sequence"
"GCF_001451975.1_WH-SGI-V-07621_genomic.fna","NZ_LLQS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,63,6922747,342299,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07621 WH-SGI-V-07621_contig1, whole genome shotgun sequence"
"GCF_001451985.1_WH-SGI-V-07622_genomic.fna","NZ_LLQT01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,127,6736938,193506,93.35,0.37,91.5,"Pseudomonas aeruginosa strain WH-SGI-V-07622 WH-SGI-V-07622_contig1, whole genome shotgun sequence"
"GCF_001452025.1_WH-SGI-V-07626_genomic.fna","NZ_LLQX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,80,6795777,238091,99.68,0.17,98.83,"Pseudomonas aeruginosa strain WH-SGI-V-07626 WH-SGI-V-07626_contig1, whole genome shotgun sequence"
"GCF_001452045.1_WH-SGI-V-07627_genomic.fna","NZ_LLQY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,69,6901840,291226,99.68,0.45,97.43,"Pseudomonas aeruginosa strain WH-SGI-V-07627 WH-SGI-V-07627_contig1, whole genome shotgun sequence"
"GCF_001452055.1_WH-SGI-V-076137_genomic.fna","NZ_LLQZ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,91,6735301,227950,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07628 WH-SGI-V-07628_contig1, whole genome shotgun sequence"
"GCF_001452075.1_WH-SGI-V-07630_genomic.fna","NZ_LLRB01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,39,6464342,441127,99.68,0.11,99.13,"Pseudomonas aeruginosa strain WH-SGI-V-07630 WH-SGI-V-07630_contig1, whole genome shotgun sequence"
"GCF_001452105.1_WH-SGI-V-07633_genomic.fna","NZ_LLRE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,102,6932829,206525,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07633 WH-SGI-V-07633_contig1, whole genome shotgun sequence"
"GCF_001452125.1_WH-SGI-V-07634_genomic.fna","NZ_LLRF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,116,6857707,212244,99.6,0.48,97.2,"Pseudomonas aeruginosa strain WH-SGI-V-07634 WH-SGI-V-07634_contig1, whole genome shotgun sequence"
"GCF_001452135.1_WH-SGI-V-07635_genomic.fna","NZ_LLRG01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,78,6706749,372509,99.68,0.86,95.38,"Pseudomonas aeruginosa strain WH-SGI-V-07635 WH-SGI-V-07635_contig1, whole genome shotgun sequence"
"GCF_001452155.1_WH-SGI-V-07636_genomic.fna","NZ_LLRH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,64,6763773,379751,99.68,0.16,98.88,"Pseudomonas aeruginosa strain WH-SGI-V-07636 WH-SGI-V-07636_contig1, whole genome shotgun sequence"
"GCF_001452185.1_WH-SGI-V-07637_genomic.fna","NZ_LLRI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,65,6567586,262532,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07637 WH-SGI-V-07637_contig1, whole genome shotgun sequence"
"GCF_001452205.1_WH-SGI-V-07640_genomic.fna","NZ_LLRL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,108,6861468,192808,99.68,0.81,95.63,"Pseudomonas aeruginosa strain WH-SGI-V-07640 WH-SGI-V-07640_contig1, whole genome shotgun sequence"
"GCF_001452215.1_WH-SGI-V-07641_genomic.fna","NZ_LLRM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,101,6881413,238600,99.36,0.45,97.11,"Pseudomonas aeruginosa strain WH-SGI-V-07641 WH-SGI-V-07641_contig1, whole genome shotgun sequence"
"GCF_001452235.1_WH-SGI-V-07642_genomic.fna","NZ_LLRN01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,90,7047148,279549,99.68,0.16,98.88,"Pseudomonas aeruginosa strain WH-SGI-V-07642 WH-SGI-V-07642_contig1, whole genome shotgun sequence"
"GCF_001452255.1_WH-SGI-V-07643_genomic.fna","NZ_LLRO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,76,6675815,333063,99.68,0.51,97.13,"Pseudomonas aeruginosa strain WH-SGI-V-07643 WH-SGI-V-07643_contig1, whole genome shotgun sequence"
"GCF_001452285.1_WH-SGI-V-07644_genomic.fna","NZ_LLRP01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,85,6901722,226913,99.68,0.45,97.43,"Pseudomonas aeruginosa strain WH-SGI-V-07644 WH-SGI-V-07644_contig1, whole genome shotgun sequence"
"GCF_001452305.1_WH-SGI-V-07645_genomic.fna","NZ_LLRQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,86,6677289,327132,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07645 WH-SGI-V-07645_contig1, whole genome shotgun sequence"
"GCF_001452325.1_WH-SGI-V-07647_genomic.fna","NZ_LLRS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,98,7098456,235872,99.68,1.22,93.58,"Pseudomonas aeruginosa strain WH-SGI-V-07647 WH-SGI-V-07647_contig1, whole genome shotgun sequence"
"GCF_001452335.1_WH-SGI-V-07649_genomic.fna","NZ_LLRU01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,46,6256160,468411,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07649 WH-SGI-V-07649_contig1, whole genome shotgun sequence"
"GCF_001452365.1_WH-SGI-V-07651_genomic.fna","NZ_LLRW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,82,7064888,266981,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07651 WH-SGI-V-07651_contig1, whole genome shotgun sequence"
"GCF_001452385.1_WH-SGI-V-07652_genomic.fna","NZ_LLRX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,79,6995402,266955,99.68,0.48,97.28,"Pseudomonas aeruginosa strain WH-SGI-V-07652 WH-SGI-V-07652_contig1, whole genome shotgun sequence"
"GCF_001452405.1_WH-SGI-V-07680_genomic.fna","NZ_LLSA01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,67,6869058,245579,99.36,0.13,98.71,"Pseudomonas aeruginosa strain WH-SGI-V-07680 WH-SGI-V-07680_contig1, whole genome shotgun sequence"
"GCF_001452415.1_WH-SGI-V-07681_genomic.fna","NZ_LLSB01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,56,6574593,426990,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07681 WH-SGI-V-07681_contig1, whole genome shotgun sequence"
"GCF_001452445.1_WH-SGI-V-07685_genomic.fna","NZ_LLSF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,92,6875297,210966,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07685 WH-SGI-V-07685_contig1, whole genome shotgun sequence"
"GCF_001452465.1_WH-SGI-V-07687_genomic.fna","NZ_LLSH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,87,7146477,214480,99.68,1.84,90.48,"Pseudomonas aeruginosa strain WH-SGI-V-07687 WH-SGI-V-07687_contig1, whole genome shotgun sequence"
"GCF_001452485.1_WH-SGI-V-07688_genomic.fna","NZ_LLSI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,81,7164122,259218,99.68,0.11,99.13,"Pseudomonas aeruginosa strain WH-SGI-V-07688 WH-SGI-V-07688_contig1, whole genome shotgun sequence"
"GCF_001452495.1_WH-SGI-V-07689_genomic.fna","NZ_LLSJ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,74,7019521,312929,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07689 WH-SGI-V-07689_contig1, whole genome shotgun sequence"
"GCF_001452525.1_WH-SGI-V-07690_genomic.fna","NZ_LLSK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,241,6902296,198294,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07690 WH-SGI-V-07690_contig1, whole genome shotgun sequence"
"GCF_001452545.1_WH-SGI-V-07692_genomic.fna","NZ_LLSM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,51,6460016,506936,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07692 WH-SGI-V-07692_contig1, whole genome shotgun sequence"
"GCF_001452565.1_WH-SGI-V-07693_genomic.fna","NZ_LLSN01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,146,7086365,198790,99.68,0.4,97.68,"Pseudomonas aeruginosa strain WH-SGI-V-07693 WH-SGI-V-07693_contig1, whole genome shotgun sequence"
"GCF_001452575.1_WH-SGI-V-07694_genomic.fna","NZ_LLSO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,70,6766205,268666,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07694 WH-SGI-V-07694_contig1, whole genome shotgun sequence"
"GCF_001452605.1_WH-SGI-V-07697_genomic.fna","NZ_LLSR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,58,6376060,381958,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07697 WH-SGI-V-07697_contig1, whole genome shotgun sequence"
"GCF_001452615.1_WH-SGI-V-07699_genomic.fna","NZ_LLST01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,86,6732817,224069,99.68,0.2,98.68,"Pseudomonas aeruginosa strain WH-SGI-V-07699 WH-SGI-V-07699_contig1, whole genome shotgun sequence"
"GCF_001452645.1_WH-SGI-V-07700_genomic.fna","NZ_LLSU01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,80,6937026,260188,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07700 WH-SGI-V-07700_contig1, whole genome shotgun sequence"
"GCF_001452665.1_WH-SGI-V-07702_genomic.fna","NZ_LLSW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,86,7230491,266043,99.68,0.22,98.58,"Pseudomonas aeruginosa strain WH-SGI-V-07702 WH-SGI-V-07702_contig1, whole genome shotgun sequence"
"GCF_001452675.1_WH-SGI-V-07703_genomic.fna","NZ_LLSX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,84,6812315,317672,99.68,0.45,97.43,"Pseudomonas aeruginosa strain WH-SGI-V-07703 WH-SGI-V-07703_contig1, whole genome shotgun sequence"
"GCF_001452685.1_WH-SGI-V-07704_genomic.fna","NZ_LLSY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,55,6473815,303202,91.99,0.24,90.79,"Pseudomonas aeruginosa strain WH-SGI-V-07704 WH-SGI-V-07704_contig1, whole genome shotgun sequence"
"GCF_001452725.1_WH-SGI-V-07706_genomic.fna","NZ_LLTA01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,74,6789784,222186,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07706 WH-SGI-V-07706_contig1, whole genome shotgun sequence"
"GCF_001452745.1_WH-SGI-V-07707_genomic.fna","NZ_LLTB01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,63,6858160,327033,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07707 WH-SGI-V-07707_contig1, whole genome shotgun sequence"
"GCF_001452755.1_WH-SGI-V-07709_genomic.fna","NZ_LLTD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,97,6877616,429516,99.68,1.15,93.93,"Pseudomonas aeruginosa strain WH-SGI-V-07709 WH-SGI-V-07709_contig1, whole genome shotgun sequence"
"GCF_001452765.1_WH-SGI-V-07711_genomic.fna","NZ_LLTF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,216,7537568,164657,99.68,1.52,92.08,"Pseudomonas aeruginosa strain WH-SGI-V-07711 WH-SGI-V-07711_contig1, whole genome shotgun sequence"
"GCF_001452805.1_WH-SGI-V-07247_genomic.fna","NZ_LLTH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,106,6856689,232922,99.68,0.5,97.18,"Pseudomonas aeruginosa strain WH-SGI-V-07247 WH-SGI-V-07247_contig1, whole genome shotgun sequence"
"GCF_001452825.1_WH-SGI-V-07248_genomic.fna","NZ_LLTI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,59,6604855,337153,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07248 WH-SGI-V-07248_contig1, whole genome shotgun sequence"
"GCF_001452835.1_WH-SGI-V-07249_genomic.fna","NZ_LLTJ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,64,7113263,287066,99.57,0.5,97.07,"Pseudomonas aeruginosa strain WH-SGI-V-07249 WH-SGI-V-07249_contig1, whole genome shotgun sequence"
"GCF_001452865.1_WH-SGI-V-07250_genomic.fna","NZ_LLTK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,62,6779502,351187,99.39,0.08,98.99,"Pseudomonas aeruginosa strain WH-SGI-V-07250 WH_SGI_V_07250_1, whole genome shotgun sequence"
"GCF_001452905.1_WH-SGI-V-07253_genomic.fna","NZ_LLTN01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,89,7372628,215094,99.68,1.61,91.63,"Pseudomonas aeruginosa strain WH-SGI-V-07253 WH-SGI-V-07253_contig1, whole genome shotgun sequence"
"GCF_001452915.1_WH-SGI-V-07254_genomic.fna","NZ_LLTO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,78,6773139,203061,99.68,0.13,99.03,"Pseudomonas aeruginosa strain WH-SGI-V-07254 WH-SGI-V-07254_contig1, whole genome shotgun sequence"
"GCF_001452935.1_WH-SGI-V-07258_genomic.fna","NZ_LLTR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,48,6796034,515553,99.68,0.54,96.98,"Pseudomonas aeruginosa strain WH-SGI-V-07258 WH_SGI_V_07258_1, whole genome shotgun sequence"
"GCF_001452965.1_WH-SGI-V-07260_genomic.fna","NZ_LLTT01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,55,7037407,338998,99.68,1.02,94.58,"Pseudomonas aeruginosa strain WH-SGI-V-07260 WH_SGI_V_07260_1, whole genome shotgun sequence"
"GCF_001452995.1_WH-SGI-V-07265_genomic.fna","NZ_LLTW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,30,6385866,718217,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07265 WH_SGI_V_07265_1, whole genome shotgun sequence"
"GCF_001453015.1_WH-SGI-V-07263_genomic.fna","NZ_LLTV01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,47,7581124,444869,99.68,1.07,94.33,"Pseudomonas aeruginosa strain WH-SGI-V-07263 WH-SGI-V-07263_contig1, whole genome shotgun sequence"
"GCF_001453025.1_WH-SGI-V-07267_genomic.fna","NZ_LLTY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,156,6772931,176813,93.27,0.43,91.12,"Pseudomonas aeruginosa strain WH-SGI-V-07267 WH_SGI_V_07267_1, whole genome shotgun sequence"
"GCF_001453065.1_WH-SGI-V-07272_genomic.fna","NZ_LLUA01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,43,6952824,466290,99.52,0.48,97.12,"Pseudomonas aeruginosa strain WH-SGI-V-07272 WH_SGI_V_07272_1, whole genome shotgun sequence"
"GCF_001453075.1_WH-SGI-V-071082_genomic.fna","NZ_LLUI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,41,6251882,408730,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07282 WH-SGI-V-07282_contig1, whole genome shotgun sequence"
"GCF_001453095.1_WH-SGI-V-07416_genomic.fna","NZ_LLPD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,38,6383258,510417,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07416 WH-SGI-V-07416_contig1, whole genome shotgun sequence"
"GCF_001453125.1_WH-SGI-V-07418_genomic.fna","NZ_LLPF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,124,6776577,211499,99.68,0.16,98.88,"Pseudomonas aeruginosa strain WH-SGI-V-07418 WH-SGI-V-07418_contig1, whole genome shotgun sequence"
"GCF_001453145.1_WH-SGI-V-07420_genomic.fna","NZ_LLPH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,56,6396952,352317,100,0.08,99.6,"Pseudomonas aeruginosa strain WH-SGI-V-07420 WH-SGI-V-07420_contig1, whole genome shotgun sequence"
"GCF_001453155.1_WH-SGI-V-07423_genomic.fna","NZ_LLPK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,115,7074498,263610,99.68,0.5,97.18,"Pseudomonas aeruginosa strain WH-SGI-V-07423 WH-SGI-V-07423_contig1, whole genome shotgun sequence"
"GCF_001453185.1_WH-SGI-V-07492_genomic.fna","NZ_LLPY01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,88,7067121,337901,99.68,1.18,93.78,"Pseudomonas aeruginosa strain WH-SGI-V-07492 WH-SGI-V-07492_contig1, whole genome shotgun sequence"
"GCF_001453205.1_WH-SGI-V-07499_genomic.fna","NZ_LLQF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,62,6750905,384391,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07499 WH-SGI-V-07499_contig1, whole genome shotgun sequence"
"GCF_001453225.1_WH-SGI-V-07501_genomic.fna","NZ_LLQH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,50,6410904,320188,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07501 WH-SGI-V-07501_contig1, whole genome shotgun sequence"
"GCF_001453235.1_WH-SGI-V-07503_genomic.fna","NZ_LLQJ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,50,6747485,380603,99.68,0.08,99.28,"Pseudomonas aeruginosa strain WH-SGI-V-07503 WH-SGI-V-07503_contig1, whole genome shotgun sequence"
"GCF_001453265.1_WH-SGI-V-07506_genomic.fna","NZ_LLQM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,44,6586828,438436,99.68,0.43,97.53,"Pseudomonas aeruginosa strain WH-SGI-V-07506 WH-SGI-V-07506_contig1, whole genome shotgun sequence"
